Chromosome,Plasmid,Label
NZ_CP019165.1,NZ_CP019166.1,1
NZ_CP018828.1,NZ_CP018827.1,1
NZ_CP018828.1,NZ_CP018825.1,1
NZ_CP018828.1,NZ_CP018829.1,1
NZ_CP018828.1,NZ_CP018826.1,1
NZ_CP018830.1,NZ_CP018832.1,1
NZ_CP018830.1,NZ_CP018831.1,1
NZ_CP018830.1,NZ_CP018834.1,1
NZ_CP018830.1,NZ_CP018833.1,1
NZ_CP075118.1,NZ_CP075119.1,1
NZ_CP075120.1,NZ_CP075121.1,1
NZ_CP075122.1,NZ_CP075123.1,1
NZ_CP075122.1,NZ_CP075124.1,1
NZ_CP014204.2,NZ_CP014203.1,1
NZ_CP019726.1,NZ_CP019727.1,1
NZ_CP019730.1,NZ_CP019731.1,1
NZ_CP019732.1,NZ_CP019733.1,1
NZ_CP020048.1,NZ_CP020049.1,1
NZ_CP020048.1,NZ_CP020050.1,1
NZ_CP020048.1,NZ_CP020051.1,1
NZ_CP020058.1,NZ_CP020059.1,1
NZ_CP020058.1,NZ_CP020060.1,1
NZ_CP020071.1,NZ_CP020072.1,1
NZ_CP020071.1,NZ_CP020074.1,1
NZ_CP020071.1,NZ_CP020073.1,1
NZ_CP020071.1,NZ_CP020075.1,1
NZ_CP020108.1,NZ_CP020109.1,1
NZ_CP020108.1,NZ_CP020110.1,1
NZ_CP020108.1,NZ_CP020111.1,1
NZ_CP020108.1,NZ_CP020112.1,1
NZ_CP020116.1,NZ_CP020118.1,1
NZ_CP020116.1,NZ_CP020117.1,1
NZ_CP020116.1,NZ_CP020119.1,1
NZ_CP020405.2,NZ_CP020404.1,1
NZ_CP020437.2,NZ_CP020434.2,1
NZ_CP020437.2,NZ_CP020436.2,1
NZ_CP020437.2,NZ_CP020435.1,1
NZ_CP020414.2,NZ_CP020413.2,1
NZ_CP020418.2,NZ_CP020416.2,1
NZ_CP020418.2,NZ_CP020417.1,1
NZ_CP020442.2,NZ_CP020441.2,1
NZ_CP020442.2,NZ_CP020440.2,1
NZ_CP020442.2,NZ_CP020444.2,1
NZ_CP020442.2,NZ_CP020445.2,1
NZ_CP020442.2,NZ_CP020447.2,1
NZ_CP020442.2,NZ_CP020443.2,1
NZ_CP020442.2,NZ_CP020446.2,1
NZ_CP020424.2,NZ_CP020426.2,1
NZ_CP020424.2,NZ_CP020425.2,1
NZ_CP014176.1,NZ_CP014175.1,1
NZ_CP017220.1,NZ_CP017221.1,1
NZ_CP017220.1,NZ_CP017222.1,1
NZ_CP017220.1,NZ_CP017223.1,1
NZ_CP017220.1,NZ_CP017224.1,1
NZ_CP017220.1,NZ_CP017225.1,1
NZ_CP053562.1,NZ_CP053563.1,1
NZ_CP020828.1,NZ_CP020829.1,1
NZ_CP020894.3,NZ_CP020895.2,1
NZ_CP020901.1,NZ_CP020902.1,1
NZ_CP020901.1,NZ_CP020903.1,1
NZ_CP020901.1,NZ_CP020904.1,1
NZ_CP020901.1,NZ_CP020905.1,1
NZ_CP020825.1,NZ_CP020826.1,1
NZ_CP020823.1,NZ_CP020824.1,1
NZ_CP020604.1,NZ_CP020611.1,1
NZ_CP020604.1,NZ_CP020606.1,1
NZ_CP020604.1,NZ_CP020608.1,1
NZ_CP020604.1,NZ_CP020605.1,1
NZ_CP020604.1,NZ_CP020609.1,1
NZ_CP020604.1,NZ_CP020607.1,1
NZ_CP020604.1,NZ_CP020610.1,1
NZ_CP020731.1,NZ_CP020732.1,1
NZ_CP020731.1,NZ_CP020733.1,1
NZ_CP020731.1,NZ_CP020734.1,1
NZ_CP019916.1,NZ_CP019921.1,1
NZ_CP019916.1,NZ_CP019918.1,1
NZ_CP019916.1,NZ_CP019925.1,1
NZ_CP019916.1,NZ_CP019926.1,1
NZ_CP019916.1,NZ_CP019924.1,1
NZ_CP019916.1,NZ_CP019919.1,1
NZ_CP019916.1,NZ_CP019923.1,1
NZ_CP019916.1,NZ_CP019917.1,1
NZ_CP019916.1,NZ_CP019920.1,1
NZ_CP019916.1,NZ_CP019922.1,1
NZ_CP019767.1,NZ_CP019756.1,1
NZ_CP019767.1,NZ_CP019765.1,1
NZ_CP019767.1,NZ_CP019766.1,1
NZ_CP019767.1,NZ_CP019764.1,1
NZ_CP019767.1,NZ_CP019763.1,1
NZ_CP019767.1,NZ_CP019757.1,1
NZ_CP019767.1,NZ_CP019760.1,1
NZ_CP019767.1,NZ_CP019759.1,1
NZ_CP019767.1,NZ_CP019758.1,1
NZ_CP019767.1,NZ_CP019755.1,1
NZ_CP019767.1,NZ_CP019762.1,1
NZ_CP019767.1,NZ_CP019761.1,1
NZ_CP015698.1,NZ_CP015699.1,1
NZ_CP019221.1,NZ_CP019224.1,1
NZ_CP019221.1,NZ_CP019223.1,1
NZ_CP019221.1,NZ_CP019222.1,1
NZ_CP021532.1,NZ_CP021533.1,1
NZ_CP021532.1,NZ_CP021534.1,1
NZ_CP021535.1,NZ_CP021536.1,1
NZ_CP021535.1,NZ_CP021537.1,1
NZ_CP021535.1,NZ_CP021538.1,1
NZ_CP021550.1,NZ_CP021551.1,1
NZ_CP021683.1,NZ_CP021681.1,1
NZ_CP021683.1,NZ_CP021684.1,1
NZ_CP021683.1,NZ_CP021682.1,1
NZ_CP021683.1,NZ_CP021680.1,1
NZ_CP021549.1,NZ_CP021544.1,1
NZ_CP021549.1,NZ_CP021545.1,1
NZ_CP021549.1,NZ_CP021546.1,1
NZ_CP021549.1,NZ_CP021547.1,1
NZ_CP021549.1,NZ_CP021548.1,1
NZ_CP021689.1,NZ_CP021690.1,1
NZ_CP021691.1,NZ_CP021693.1,1
NZ_CP021691.1,NZ_CP021692.1,1
NZ_CP021694.1,NZ_CP021695.1,1
NZ_CP021696.1,NZ_CP021699.1,1
NZ_CP021696.1,NZ_CP021697.1,1
NZ_CP021696.1,NZ_CP021698.1,1
NZ_CP021696.1,NZ_CP021700.1,1
NZ_CP021718.1,NZ_CP021713.1,1
NZ_CP021718.1,NZ_CP021714.1,1
NZ_CP021718.1,NZ_CP021716.1,1
NZ_CP021718.1,NZ_CP021715.1,1
NZ_CP021718.1,NZ_CP021717.1,1
NZ_CP021708.1,NZ_CP021710.1,1
NZ_CP021708.1,NZ_CP021709.1,1
NZ_CP021708.1,NZ_CP021711.1,1
NZ_CP021708.1,NZ_CP021712.1,1
NZ_CP021732.1,NZ_CP021733.1,1
NZ_CP021732.1,NZ_CP021734.1,1
NZ_CP021732.1,NZ_CP021735.1,1
NZ_CP021736.1,NZ_CP021737.1,1
NZ_CP021736.1,NZ_CP021739.1,1
NZ_CP021736.1,NZ_CP021738.1,1
NZ_CP021740.1,NZ_CP021741.1,1
NZ_CP021740.1,NZ_CP021742.1,1
NZ_CP021740.1,NZ_CP021743.1,1
NZ_CP021751.1,NZ_CP021752.1,1
NZ_CP021751.1,NZ_CP021753.1,1
NZ_CP021751.1,NZ_CP021754.1,1
NZ_CP021751.1,NZ_CP021755.1,1
NZ_CP021751.1,NZ_CP021756.1,1
NZ_CP021757.1,NZ_CP021758.1,1
NZ_CP021757.1,NZ_CP021761.1,1
NZ_CP021757.1,NZ_CP021760.1,1
NZ_CP021757.1,NZ_CP021759.1,1
NZ_CP017720.1,NZ_CP017721.1,1
NZ_CP017720.1,NZ_CP017722.1,1
NZ_CP021833.1,NZ_CP021834.1,1
NZ_CP021833.1,NZ_CP021835.1,1
NZ_CP021833.1,NZ_CP021836.1,1
NZ_CP021833.1,NZ_CP021837.1,1
NZ_CP021852.1,NZ_CP021853.1,1
NZ_CP021852.1,NZ_CP021854.1,1
NZ_CP021852.1,NZ_CP021855.1,1
NZ_CP021859.1,NZ_CP021856.1,1
NZ_CP021859.1,NZ_CP021857.1,1
NZ_CP021859.1,NZ_CP021861.1,1
NZ_CP021859.1,NZ_CP021858.1,1
NZ_CP021859.1,NZ_CP021860.1,1
NZ_CP021935.1,NZ_CP021937.1,1
NZ_CP021935.1,NZ_CP021936.1,1
NZ_CP021935.1,NZ_CP021938.1,1
NZ_CP021960.1,NZ_CP021962.1,1
NZ_CP021960.1,NZ_CP021958.1,1
NZ_CP021960.1,NZ_CP021961.1,1
NZ_CP021960.1,NZ_CP021959.1,1
NZ_CP021939.1,NZ_CP021940.1,1
NZ_CP021939.1,NZ_CP021942.1,1
NZ_CP021939.1,NZ_CP021941.1,1
NZ_CP021939.1,NZ_CP021943.1,1
NZ_CP021944.1,NZ_CP021946.1,1
NZ_CP021944.1,NZ_CP021945.1,1
NZ_CP021944.1,NZ_CP021949.1,1
NZ_CP021944.1,NZ_CP021947.1,1
NZ_CP021944.1,NZ_CP021948.1,1
NZ_CP021950.1,NZ_CP021951.1,1
NZ_CP021950.1,NZ_CP021952.1,1
NZ_CP021950.1,NZ_CP021953.1,1
NZ_CP021950.1,NZ_CP021954.1,1
NZ_CP021955.1,NZ_CP021956.1,1
NZ_CP021955.1,NZ_CP021957.1,1
NZ_CP017990.1,NZ_CP017991.1,1
NZ_CP017990.1,NZ_CP017992.1,1
NZ_CP017990.1,NZ_CP017993.1,1
NZ_CP022034.1,NZ_CP022035.1,1
NZ_CP022034.1,NZ_CP022036.1,1
NZ_CP022043.2,NZ_CP022042.2,1
NZ_CP022050.2,NZ_CP022052.2,1
NZ_CP022050.2,NZ_CP022051.2,1
NZ_CP022079.1,NZ_CP022078.1,1
NZ_CP022046.2,NZ_CP022047.2,1
NZ_CP022089.2,NZ_CP022090.2,1
NZ_CP019649.1,NZ_CP019647.1,1
NZ_CP019649.1,NZ_CP019648.1,1
NZ_CP022117.1,NZ_CP022118.1,1
NZ_CP022117.1,NZ_CP022119.1,1
NZ_CP022135.1,NZ_CP022136.1,1
NZ_CP022135.1,NZ_CP022137.1,1
NZ_CP022139.1,NZ_CP022140.1,1
NZ_CP022139.1,NZ_CP022141.1,1
NZ_CP022127.1,NZ_CP022125.1,1
NZ_CP022127.1,NZ_CP022126.1,1
NZ_CP022127.1,NZ_CP022128.1,1
NZ_CP022491.1,NZ_CP022492.1,1
NZ_CP022497.1,NZ_CP022499.1,1
NZ_CP022497.1,NZ_CP022498.1,1
NZ_CP016766.1,NZ_CP034226.1,1
NZ_CP016766.1,NZ_CP034227.1,1
NZ_CP016766.1,NZ_CP034228.1,1
NZ_CP016766.1,NZ_CP034229.1,1
NZ_CP022689.1,NZ_CP022688.1,1
NZ_CP075113.1,NZ_CP075114.1,1
NZ_CP023142.1,NZ_CP023143.1,1
NZ_CP023142.1,NZ_CP023144.1,1
NZ_CP023142.1,NZ_CP023145.1,1
NZ_CP023149.1,NZ_CP023150.1,1
NZ_CP023147.1,NZ_CP023148.1,1
NZ_CP023050.1,NZ_CP023051.1,1
NZ_CP023151.1,NZ_CP023152.1,1
NZ_CP023151.1,NZ_CP023153.1,1
NZ_AP014862.1,NZ_AP014863.1,1
NZ_AP017339.1,NZ_AP017340.1,1
NZ_AP017341.1,NZ_AP017342.1,1
NZ_AP017343.1,NZ_AP017344.1,1
NZ_AP017352.1,NZ_AP017353.1,1
NZ_CP023502.1,NZ_CP023503.1,1
NZ_CP023502.1,NZ_CP024581.1,1
NZ_CP023502.1,NZ_CP024580.1,1
NZ_CP023502.1,NZ_CP024579.1,1
NZ_CP023505.1,NZ_CP023506.1,1
NZ_CP023510.1,NZ_CP023509.1,1
NZ_CP023527.1,NZ_CP023528.1,1
NZ_CP023535.1,NZ_CP023534.1,1
NZ_CP023535.1,NZ_CP023533.1,1
NZ_CP023535.1,NZ_CP023532.1,1
NZ_CP023525.1,NZ_CP023526.1,1
NZ_CP023531.1,NZ_CP023530.1,1
NZ_CP023543.1,NZ_CP023544.1,1
NZ_CP023545.1,NZ_CP023546.1,1
NZ_CP023545.1,NZ_CP023547.1,1
NZ_CP023645.1,NZ_CP023646.1,1
NZ_CP023645.1,NZ_CP023647.1,1
NZ_CP023645.1,NZ_CP023649.1,1
NZ_CP023645.1,NZ_CP023650.1,1
NZ_CP023645.1,NZ_CP023651.1,1
NZ_CP023645.1,NZ_CP023652.1,1
NZ_CP023645.1,NZ_CP023653.1,1
NZ_CP023645.1,NZ_CP023648.1,1
NZ_CP030919.1,NZ_CP030920.1,1
NZ_CP030919.1,NZ_CP030921.1,1
NZ_CP030919.1,NZ_CP030922.1,1
NZ_CP023941.1,NZ_CP023943.1,1
NZ_CP023941.1,NZ_CP023942.1,1
NZ_CP023941.1,NZ_CP023944.1,1
NZ_CP023946.1,NZ_CP023948.1,1
NZ_CP023946.1,NZ_CP023947.1,1
NZ_CP023946.1,NZ_CP023945.1,1
NZ_CP023899.1,NZ_CP023903.1,1
NZ_CP023899.1,NZ_CP023895.1,1
NZ_CP023899.1,NZ_CP023896.1,1
NZ_CP023899.1,NZ_CP023897.1,1
NZ_CP023899.1,NZ_CP023905.1,1
NZ_CP023899.1,NZ_CP023900.1,1
NZ_CP023899.1,NZ_CP023898.1,1
NZ_CP023899.1,NZ_CP023904.1,1
NZ_CP023899.1,NZ_CP023902.1,1
NZ_CP023899.1,NZ_CP023901.1,1
NZ_CP023960.1,NZ_CP023959.1,1
NZ_CP023960.1,NZ_CP023961.1,1
NZ_CP023960.1,NZ_CP023957.1,1
NZ_CP023960.1,NZ_CP023958.1,1
NZ_CP023966.1,NZ_CP023967.1,1
NZ_CP023970.1,NZ_CP023971.1,1
NZ_CP017682.1,NZ_CP017683.1,1
NZ_CP023870.1,NZ_CP023871.1,1
NZ_CP023870.1,NZ_CP023872.1,1
NZ_CP023870.1,NZ_CP023869.1,1
NZ_CP023888.1,NZ_CP023893.1,1
NZ_CP023888.1,NZ_CP023890.1,1
NZ_CP023888.1,NZ_CP023894.1,1
NZ_CP023888.1,NZ_CP023889.1,1
NZ_CP023888.1,NZ_CP023887.1,1
NZ_CP023888.1,NZ_CP023892.1,1
NZ_CP023888.1,NZ_CP023891.1,1
NZ_CP023919.1,NZ_CP023923.1,1
NZ_CP023919.1,NZ_CP023922.1,1
NZ_CP023919.1,NZ_CP023924.1,1
NZ_CP023919.1,NZ_CP023921.1,1
NZ_CP023919.1,NZ_CP023920.1,1
NZ_CP023907.1,NZ_CP023912.1,1
NZ_CP023907.1,NZ_CP023910.1,1
NZ_CP023907.1,NZ_CP023911.1,1
NZ_CP023907.1,NZ_CP023908.1,1
NZ_CP023907.1,NZ_CP023906.1,1
NZ_CP023949.1,NZ_CP023952.1,1
NZ_CP023949.1,NZ_CP023953.1,1
NZ_CP023949.1,NZ_CP023950.1,1
NZ_CP023949.1,NZ_CP023951.1,1
NZ_CP023949.1,NZ_CP023954.1,1
NZ_CP023933.1,NZ_CP023937.1,1
NZ_CP023933.1,NZ_CP023938.1,1
NZ_CP023933.1,NZ_CP023934.1,1
NZ_CP023933.1,NZ_CP023932.1,1
NZ_CP023933.1,NZ_CP023936.1,1
NZ_CP024293.1,NZ_CP024295.1,1
NZ_CP024293.1,NZ_CP024294.1,1
NZ_CP024293.1,NZ_CP024296.1,1
NZ_CP024260.1,NZ_CP024262.1,1
NZ_CP024260.1,NZ_CP024261.1,1
NZ_CP024282.1,NZ_CP024285.1,1
NZ_CP024282.1,NZ_CP024287.1,1
NZ_CP024282.1,NZ_CP024286.1,1
NZ_CP024269.1,NZ_CP024272.1,1
NZ_CP024269.1,NZ_CP024271.1,1
NZ_CP024273.1,NZ_CP024274.1,1
NZ_CP024489.1,NZ_CP024490.1,1
NZ_CP024489.1,NZ_CP024491.1,1
NZ_CP024489.1,NZ_CP024492.1,1
NZ_CP024489.1,NZ_CP024493.1,1
NZ_CP024489.1,NZ_CP024494.1,1
NZ_CP024489.1,NZ_CP024495.1,1
NZ_CP024496.1,NZ_CP024497.1,1
NZ_CP024496.1,NZ_CP024498.1,1
NZ_CP024563.1,NZ_CP024564.1,1
NZ_CP024563.1,NZ_CP024565.1,1
NZ_CP024563.1,NZ_CP024566.1,1
NZ_CP024563.1,NZ_CP024567.1,1
NZ_CP024563.1,NZ_CP024568.1,1
NZ_CP024563.1,NZ_CP024569.1,1
NZ_CP024542.1,NZ_CP024543.1,1
NZ_CP024542.1,NZ_CP024544.1,1
NZ_CP024504.1,NZ_CP024507.1,1
NZ_CP024504.1,NZ_CP024508.1,1
NZ_CP024504.1,NZ_CP024509.1,1
NZ_CP024504.1,NZ_CP024510.1,1
NZ_CP024504.1,NZ_CP024511.1,1
NZ_CP024504.1,NZ_CP024512.1,1
NZ_CP024504.1,NZ_CP024513.1,1
NZ_CP024504.1,NZ_CP024514.1,1
NZ_CP024504.1,NZ_CP024505.1,1
NZ_CP024504.1,NZ_CP024506.1,1
NZ_CP024515.1,NZ_CP024516.1,1
NZ_CP024515.1,NZ_CP024517.1,1
NZ_CP024515.1,NZ_CP024518.1,1
NZ_CP024515.1,NZ_CP024519.1,1
NZ_CP024515.1,NZ_CP024520.1,1
NZ_CP024521.1,NZ_CP024522.1,1
NZ_CP024521.1,NZ_CP024523.1,1
NZ_CP024521.1,NZ_CP024524.1,1
NZ_CP024521.1,NZ_CP024525.1,1
NZ_CP024521.1,NZ_CP024526.1,1
NZ_CP024521.1,NZ_CP024527.1,1
NZ_CP024528.1,NZ_CP024529.1,1
NZ_CP024528.1,NZ_CP024530.1,1
NZ_CP024528.1,NZ_CP024531.1,1
NZ_CP024528.1,NZ_CP024532.1,1
NZ_CP024528.1,NZ_CP024533.1,1
NZ_CP024528.1,NZ_CP024534.1,1
NZ_CP024535.1,NZ_CP024536.1,1
NZ_CP024535.1,NZ_CP024537.1,1
NZ_CP024535.1,NZ_CP024538.1,1
NZ_CP024535.1,NZ_CP024539.1,1
NZ_CP024535.1,NZ_CP024540.1,1
NZ_CP024535.1,NZ_CP024541.1,1
NZ_CP024545.1,NZ_CP024546.1,1
NZ_CP024545.1,NZ_CP024547.1,1
NZ_CP024556.1,NZ_CP024557.1,1
NZ_CP024556.1,NZ_CP024558.1,1
NZ_CP024556.1,NZ_CP024559.1,1
NZ_CP024556.1,NZ_CP024560.1,1
NZ_CP024556.1,NZ_CP024561.1,1
NZ_CP024556.1,NZ_CP024562.1,1
NZ_CP024588.1,NZ_CP024582.1,1
NZ_CP024588.1,NZ_CP024583.1,1
NZ_CP024588.1,NZ_CP024587.1,1
NZ_CP024588.1,NZ_CP024584.1,1
NZ_CP024588.1,NZ_CP024586.1,1
NZ_CP024588.1,NZ_CP024589.1,1
NZ_CP024588.1,NZ_CP024585.1,1
NZ_CP024499.1,NZ_CP024500.1,1
NZ_CP024499.1,NZ_CP024501.1,1
NZ_CP024499.1,NZ_CP024502.1,1
NZ_CP024499.1,NZ_CP024503.1,1
NZ_CP024619.1,NZ_CP025340.1,1
NZ_CP024619.1,NZ_CP025339.1,1
NZ_CP024619.1,NZ_CP025338.2,1
NZ_CP024619.1,NZ_CP025337.1,1
NZ_CP024619.1,NZ_CP025336.1,1
NZ_CP024851.1,NZ_CP024852.1,1
NZ_CP024851.1,NZ_CP024854.1,1
NZ_CP024851.1,NZ_CP024853.1,1
NZ_CP024859.1,NZ_CP024860.1,1
NZ_CP024859.1,NZ_CP024861.1,1
NZ_CP024862.1,NZ_CP024863.1,1
NZ_CP024862.1,NZ_CP024864.1,1
NZ_CP024862.1,NZ_CP024865.1,1
NZ_CP024855.1,NZ_CP024856.1,1
NZ_CP024855.1,NZ_CP024857.1,1
NZ_CP024855.1,NZ_CP024858.1,1
NZ_CP024889.1,NZ_CP024888.1,1
NZ_CP024881.1,NZ_CP024882.1,1
NZ_CP024885.1,NZ_CP024884.1,1
NZ_CP024886.1,NZ_CP024887.1,1
NZ_CM008894.1,NZ_CM008895.1,1
NZ_CM008894.1,NZ_CM008896.1,1
NZ_CP025037.1,NZ_CP025038.1,1
NZ_CP025037.1,NZ_CP025039.1,1
NZ_CP025037.1,NZ_CP025040.1,1
NZ_CP025037.1,NZ_CP025041.1,1
NZ_CP025037.1,NZ_CP025042.1,1
NZ_CP025080.1,NZ_CP025081.1,1
NZ_CP025082.1,NZ_CP025083.1,1
NZ_CP025140.1,NZ_CP025141.1,1
NZ_CP025140.1,NZ_CP025142.1,1
NZ_CP025259.1,NZ_CP025260.1,1
NZ_CP025281.1,NZ_CP025282.1,1
NZ_CP022407.1,NZ_CP022408.1,1
NZ_CP092199.1,NZ_CP092200.1,1
NZ_CP025491.2,NZ_CP025492.2,1
NZ_CP025491.2,NZ_CP025493.2,1
NZ_CP025438.1,NZ_CP025439.1,1
NZ_CP025440.1,NZ_CP025441.1,1
NZ_CP013701.1,NZ_CP013700.1,1
NZ_CP013841.1,NZ_CP013842.1,1
NZ_CP013845.1,NZ_CP013846.1,1
NZ_CP013847.1,NZ_CP013848.1,1
NZ_CP013850.1,NZ_CP013852.1,1
NZ_CP013850.1,NZ_CP013851.1,1
NZ_CP014150.1,NZ_CP014149.1,1
NZ_CP014219.1,NZ_CP014218.1,1
NZ_CP014219.1,NZ_CP014221.1,1
NZ_CP014219.1,NZ_CP014220.1,1
NZ_CP014174.1,NZ_CP014173.1,1
NZ_CP014174.1,NZ_CP014172.1,1
NZ_CP023278.1,NZ_CP023280.1,1
NZ_CP023278.1,NZ_CP023282.1,1
NZ_CP023278.1,NZ_CP023279.1,1
NZ_CP023278.1,NZ_CP023283.1,1
NZ_CP023278.1,NZ_CP023281.1,1
NZ_CP026125.1,NZ_CP026129.1,1
NZ_CP026125.1,NZ_CP026128.1,1
NZ_CP026125.1,NZ_CP026127.1,1
NZ_CP026125.1,NZ_CP026126.1,1
NZ_CP026177.1,NZ_CP026172.1,1
NZ_CP026177.1,NZ_CP026175.1,1
NZ_CP026177.1,NZ_CP026174.1,1
NZ_CP026177.1,NZ_CP026173.1,1
NZ_CP026177.1,NZ_CP026176.1,1
NZ_CP026202.1,NZ_CP026208.1,1
NZ_CP026202.1,NZ_CP026207.1,1
NZ_CP026202.1,NZ_CP026206.1,1
NZ_CP026202.1,NZ_CP026205.1,1
NZ_CP026202.1,NZ_CP026204.1,1
NZ_CP026202.1,NZ_CP026209.1,1
NZ_CP026202.1,NZ_CP026203.1,1
NZ_CP026199.1,NZ_CP026201.1,1
NZ_CP026199.1,NZ_CP026200.1,1
NZ_CP026235.1,NZ_CP026237.1,1
NZ_CP026235.1,NZ_CP026236.1,1
NZ_CP026238.1,NZ_CP026242.1,1
NZ_CP026238.1,NZ_CP026241.1,1
NZ_CP026238.1,NZ_CP026240.1,1
NZ_CP026238.1,NZ_CP026239.1,1
NZ_CP026222.1,NZ_CP026225.1,1
NZ_CP026222.1,NZ_CP026224.1,1
NZ_CP026222.1,NZ_CP026223.1,1
NZ_CP026226.1,NZ_CP026227.1,1
NZ_CP036450.1,NZ_CP036446.1,1
NZ_CP036450.1,NZ_CP036447.1,1
NZ_CP036450.1,NZ_CP036448.1,1
NZ_CP036450.1,NZ_CP036449.1,1
NZ_CP026228.1,NZ_CP026230.1,1
NZ_CP026228.1,NZ_CP026229.1,1
NZ_CP026217.1,NZ_CP026221.1,1
NZ_CP026217.1,NZ_CP026219.1,1
NZ_CP026217.1,NZ_CP026220.1,1
NZ_CP026217.1,NZ_CP026218.1,1
NZ_CP026231.1,NZ_CP026234.1,1
NZ_CP026231.1,NZ_CP026233.1,1
NZ_CP026231.1,NZ_CP026232.1,1
NZ_CP026216.1,NZ_CP026213.1,1
NZ_CP026216.1,NZ_CP026212.1,1
NZ_CP026216.1,NZ_CP026210.1,1
NZ_CP026216.1,NZ_CP026211.1,1
NZ_CP026216.1,NZ_CP026215.1,1
NZ_CP026216.1,NZ_CP026214.1,1
NZ_CP026406.1,NZ_CP026408.1,1
NZ_CP026406.1,NZ_CP026407.1,1
NZ_CP026406.1,NZ_CP026409.1,1
NZ_CP026406.1,NZ_CP026410.1,1
NZ_CP026399.1,NZ_CP026405.1,1
NZ_CP026399.1,NZ_CP026404.1,1
NZ_CP026399.1,NZ_CP026403.1,1
NZ_CP026399.1,NZ_CP026400.1,1
NZ_CP026399.1,NZ_CP026401.1,1
NZ_CP026399.1,NZ_CP026402.1,1
NZ_CP026412.1,NZ_CP026416.1,1
NZ_CP026412.1,NZ_CP026415.1,1
NZ_CP026412.1,NZ_CP026418.1,1
NZ_CP026412.1,NZ_CP026419.1,1
NZ_CP026412.1,NZ_CP026414.1,1
NZ_CP026412.1,NZ_CP026417.1,1
NZ_CP026412.1,NZ_CP026413.1,1
NZ_CP026383.1,NZ_CP026385.1,1
NZ_CP026383.1,NZ_CP026384.1,1
NZ_CP026392.1,NZ_CP026398.1,1
NZ_CP026392.1,NZ_CP026397.1,1
NZ_CP026392.1,NZ_CP026396.1,1
NZ_CP026392.1,NZ_CP026395.1,1
NZ_CP026392.1,NZ_CP026394.1,1
NZ_CP026392.1,NZ_CP026393.1,1
NZ_CP026387.1,NZ_CP026391.1,1
NZ_CP026387.1,NZ_CP026390.1,1
NZ_CP026387.1,NZ_CP026389.1,1
NZ_CP026387.1,NZ_CP026388.1,1
NZ_CP014111.1,NZ_CP014110.1,1
NZ_CP014111.1,NZ_CP014112.1,1
NZ_CP014111.1,NZ_CP014109.1,1
NZ_CP014119.1,NZ_CP014118.1,1
NZ_CP014119.1,NZ_CP014120.1,1
NZ_CP014119.1,NZ_CP014117.1,1
NZ_CP026697.1,NZ_CP026698.1,1
NZ_CP026697.1,NZ_CP026699.1,1
NZ_CP026700.1,NZ_CP026701.1,1
NZ_CP026702.1,NZ_CP026703.1,1
NZ_CP026707.1,NZ_CP026705.1,1
NZ_CP026707.1,NZ_CP026706.1,1
NZ_CP026707.1,NZ_CP026708.1,1
NZ_CP026709.1,NZ_CP026710.1,1
NZ_CP026711.1,NZ_CP026712.1,1
NZ_CP026943.1,NZ_CP026945.1,1
NZ_CP026943.1,NZ_CP026944.1,1
NZ_CP026943.1,NZ_CP026946.1,1
NZ_CP026751.1,NZ_CP026752.1,1
NZ_CP026751.1,NZ_CP026753.1,1
NZ_CP026756.1,NZ_CP026760.1,1
NZ_CP026756.1,NZ_CP026757.1,1
NZ_CP026756.1,NZ_CP026758.1,1
NZ_CP026756.1,NZ_CP026759.1,1
NZ_CP026756.1,NZ_CP032930.1,1
NZ_CP026746.1,NZ_CP026745.1,1
NZ_CP026827.1,NZ_CP026826.1,1
NZ_CP026795.1,NZ_CP026796.1,1
NZ_CP026872.1,NZ_CP026873.1,1
NZ_CP014123.1,NZ_CP014121.1,1
NZ_CP014123.1,NZ_CP014124.1,1
NZ_CP014123.1,NZ_CP014122.1,1
NZ_CP026381.1,NZ_CP026382.1,1
NZ_CP014107.1,NZ_CP014103.1,1
NZ_CP014107.1,NZ_CP014104.1,1
NZ_CP019871.1,NZ_CP019872.1,1
NZ_CP019871.1,NZ_CP019873.1,1
NZ_CP019871.1,NZ_CP019874.1,1
NZ_CP027142.1,NZ_CP027144.1,1
NZ_CP027142.1,NZ_CP027145.1,1
NZ_CP027142.1,NZ_CP027143.1,1
NZ_CP027142.1,NZ_CP027141.1,1
NZ_CP027146.1,NZ_CP027152.1,1
NZ_CP027146.1,NZ_CP027156.1,1
NZ_CP027146.1,NZ_CP027150.1,1
NZ_CP027146.1,NZ_CP027155.1,1
NZ_CP027146.1,NZ_CP027148.1,1
NZ_CP027146.1,NZ_CP027149.1,1
NZ_CP027146.1,NZ_CP027154.1,1
NZ_CP027160.1,NZ_CP027161.1,1
NZ_CP027160.1,NZ_CP027158.1,1
NZ_CP027160.1,NZ_CP027162.1,1
NZ_CP027160.1,NZ_CP027157.1,1
NZ_CP027140.1,NZ_CP027135.1,1
NZ_CP027140.1,NZ_CP027138.1,1
NZ_CP027140.1,NZ_CP027137.1,1
NZ_CP027134.1,NZ_CP027130.1,1
NZ_CP027134.1,NZ_CP027133.1,1
NZ_CP027134.1,NZ_CP027132.1,1
NZ_CP027134.1,NZ_CP027131.1,1
NZ_CP027394.1,NZ_CP027395.1,1
NZ_CP027394.1,NZ_CP027392.1,1
